ticker,date,text,likes,retweets,clean_text,sentiment_score
TSLA,2025-08-01 15:40:53+00:00,"@Maldivawow “FSD 13.2.9 charges toward a busy intersection with dead traffic lights, no sign of stopping. Had to disengage to avoid chaos.”  Get why Tesla board chair Robyn Denholm sold nearly all her $TSLA stock?   https://t.co/EPRvqpBwES",1,0,“fsd 1329 charges toward a busy intersection with dead traffic lights no sign of stopping had to disengage to avoid chaos” get why tesla board chair robyn denholm sold nearly all her stock,0
TSLA,2025-08-01 15:25:29+00:00,"@Maldivawow Most drivers only need highway driving assistance; radar-based advanced driving systems from Lucid, Lexus / Toyota $TM, GM $GM, Ford $F, Mercedes, Audi $VWAGY offer better solutions than Tesla $TSLA 

Get why Tesla board chair Robyn Denholm sold nearly all her $TSLA stock?",0,0,most drivers only need highway driving assistance radarbased advanced driving systems from lucid lexus toyota gm ford mercedes audi offer better solutions than tesla get why tesla board chair robyn denholm sold nearly all her stock,0
TSLA,2025-08-01 15:23:38+00:00,@Maldivawow Yet another instance of dithering buffoon 🤡 Elon Musk’s perpetually defective / psychotic Tesla FSD v13.2.9 attempting a dangerous turn into oncoming traffic.  Get why Tesla board chair Robyn Denholm sold nearly all her $TSLA stock?  https://t.co/m6AUXKRqYC,2,1,yet another instance of dithering buffoon 🤡 elon musk’s perpetually defective psychotic tesla fsd v1329 attempting a dangerous turn into oncoming traffic get why tesla board chair robyn denholm sold nearly all her stock,-1
TSLA,2025-08-01 15:23:24+00:00,@Maldivawow Tesla FSD almost kills family and proves why $TSLA was rated most dangerous car with highest accident fatality rate in the industry. Get why Tesla board chair Robyn Denholm sold nearly all her $TSLA stock?   https://t.co/lHE9RLfE5o,2,2,tesla fsd almost kills family and proves why was rated most dangerous car with highest accident fatality rate in the industry get why tesla board chair robyn denholm sold nearly all her stock,0
TSLA,2025-08-01 14:59:14+00:00,@CuriousPejjy @mrfundman Rome wasn’t built in a day! Keep building! I buy 2-3 $TSLA shares whenever I get paid every 2 weeks! 😍,1,0,rome wasn’t built in a day keep building i buy 23 shares whenever i get paid every 2 weeks 😍,0
TSLA,2025-08-01 14:50:32+00:00,"I love to see this loser's posts met with ""instant karma"" 😄!

He sold all his $TSLA stock some time back, and now he spends all his time justifying his disastrous decision!!

$PLTR https://t.co/ZqMy2RWH2D https://t.co/734W2tidCq",0,0,i love to see this losers posts met with instant karma 😄 he sold all his stock some time back and now he spends all his time justifying his disastrous decision,-1
TSLA,2025-08-01 14:42:55+00:00,#tsla price earnings ratio too crazy.  Developments too slow. Promotions too loud. https://t.co/JEWMRztPeP,0,0,tsla price earnings ratio too crazy developments too slow promotions too loud,0
TSLA,2025-08-01 14:27:52+00:00,Big money wants your $TSLA shares https://t.co/7aHuIUNZGz,0,0,big money wants your shares,0
TSLA,2025-08-01 14:10:00+00:00,"🚨 SELL ALERT 

Closing most stocks before we confirm a bottom of the market bleed.

$UNH $OSCR $SOUN $MARA $LMND $TTD $ZETA

A few winners but more losers here that wiped half of our unrealized gains for the month.

Still holding $250k in $TSLA shares. https://t.co/BlAPcIFdHB",4,0,🚨 sell alert closing most stocks before we confirm a bottom of the market bleed a few winners but more losers here that wiped half of our unrealized gains for the month still holding in shares,-1
TSLA,2025-08-01 14:08:18+00:00,"@garyblack00 Great day to post all this when everything is red due to macro turbulence… fiat managers busy are today fielding concerns from their clients while retail investoors with low-time preference are chilling, stacking fake magic internet money and TSLA shares",2,0,great day to post all this when everything is red due to macro turbulence… fiat managers busy are today fielding concerns from their clients while retail investoors with lowtime preference are chilling stacking fake magic internet money and tsla shares,0
TSLA,2025-08-01 13:44:38+00:00,@garyblack00 Tsla will be all good. Fluctuation before taking off. Uber is doomed to die. Add more TSLA shares and Uber leap put.,0,0,tsla will be all good fluctuation before taking off uber is doomed to die add more tsla shares and uber leap put,0
